D316,SlogP_VSA11,SubFP13,AMID_h,FP32,PubchemFP696,PubchemFP497,ExtFP244,FP25,FP920,PubchemFP615,AATSC8p,ExtFP314,minHBint3,GATS4p,GraphFP772,D364,ExtFP55,APC2D3_O_X,APC2D1_C_C,ExtFP123,FP216,FP958,AD2D683,Xc-4d,SaaO,D177,ExtFP165,AD2D268,D596,APC2D2_C_F,PubchemFP610,ATS7m,PubchemFP513,ATS8Z,MACCSFP73,FP157,BCUTd-1l,GATS6pe,ExtFP893,ExtFP31,MDEO-22,nFAHRing,PubchemFP258,MWC03,ExtFP112,GraphFP768,GraphFP61,APC2D1_C_Br,VR1_Dzp,ExtFP979,D541,ExtFP890,GraphFP399,GraphFP620,APC2D10_C_Cl,FP762,AD2D168,AATSC2p,MACCSFP60,AD2D414,D187,GraphFP526,D522,GraphFP875,GraphFP79,AD2D316,FP821,AATS8Z,D370,ATSC7m,AATSC7s,FP773,SpMin2_Bhe,FP58,FP378,APC2D8_C_X,ExtFP812,FP341,MATS7d,PubchemFP708,ATS3i,ExtFP336,SaaNH,FP491,GraphFP291,ExtFP188,ExtFP860,GraphFP1002,GraphFP149,BCUTv-1l,FP811,ExtFP307,FP577,SpMax8_Bhi,PubchemFP618,FP459,AATS7i,MACCSFP133,D562,AVP-2,D269,MACCSFP121,AVP-5,AVP-3,ASP-2,D481,VPC-6,APC2D8_C_N,nHBa,SP-6,GATS3d,AVP-1,ASP-6,AVP-7,VP-6,D504,D480,D532,SP-1,WTPT-5,D025,GraphFP225,MACCSFP43,D564,SPC-6,D507,SPC-5,AD2D314,AD2D158,ASP-0,MIC0,D447,ASP-3,ASP-1,nFRing,ASP-5,D454,ASP-7,IC1,SP-4,VC-3,SP-7,MDEO-11,SC-3,PubchemFP351,MACCSFP92,AVP-6,MIC2,IC0,BCUTp-1h,APC2D10_C_N,SpMAD_Dzp,APC2D1_C_N,PubchemFP628,APC2D6_C_O,VP-1,maxHCsatu,PubchemFP592,fr_NH0,AMID_X,maxHCsats,MID_X,nX (1),PubchemFP15,D558,VCH-7,nwHBa,D486,SMR_VSA3,AD2D392,D133,SC-5,C3SP3,ATSC1c,MWC08,VP-3,ATSC6i,maxHBa,AATSC2dv,GATS4Z,GraphFP970,SsOH,BCUTm-1h,MATS4Z,D503,SP-0,D130,APC2D5_C_O,D309,GraphFP573,D471,GATS2d,minHBa,D195,MDEC-23,VR1_Dzi,mindssC,ATSC0c,D506,AATSC2e,SIC2,LipinskiFailures,D476,AATS8d,ATSC8dv,ATSC4s,MATS3Z,TopoPSA,ATSC6p,FP242,AXp-6d,D560,mindsCH,AXp-0dv,SCH-6,D478,GATS8m,VP-7,BCUTc-1l (1),D253,AATSC6d,VE1_Dzp,ATS6v,ATSC4c,D523,MATS2c,FP556,VE2_DzZ,VE3_Dzv,D288,ATSC2pe,MLFER_BO,ATSC7i (1),VR2_Dzi,minwHBa,nX (2),AVP-4,AATS8se,ATSC6s,MinAbsEStateIndex,AATS2d,GATS8pe,AATS1d,EState_VSA5,VE3_Dzp,JGI9,TSRW10,FP790,MATS7i,BCUTc-1l (2),MATS8dv,D473,ExtFP637,GATS7v,ExtFP690,FP171,AATSC7i,GATS4d,FP132,GATS6s,GATS8c,FP121,AATS7are,ExtFP606,ATSC6Z,GATS3c,ExtFP399,ATSC6v,ATSC7p,SpMAD_Dt,GATS5c,GATS7Z,EState_VSA2,ATSC2m,minaaCH,SpMax5_Bhp,SlogP_VSA12,maxdsCH,JGI7,GATS3dv,piPC7 (1),AATSC6s,ExtFP184,AATSC3s,GraphFP328,FP428,APC2D2_N_O,ExtFP760,FP569,n8HRing,ExtFP739,SpMax4_Bhe,AD2D80,FP219,ExtFP415,FP113,SubFP41,AD2D626,SpMin3_Bhe,APC2D1_C_Cl,APC2D1_C_S,nAtomLAC,PubchemFP470,JGI6,MPC2,fr_unbrch_alkane,PubchemFP689,ExtFP10,PubchemFP377,AATS5are,PubchemFP483,MDEC-24,ExtFP488,nBr,ExtFP26,AD2D702,SubFP169,APC2D3_C_F,AD2D247,GraphFP453,FP898,AATSC7are,AATS5p,ExtFP830,D208,GraphFP1011,MW,ATSC3v,FP522,SlogP_VSA1,GraphFP808,VR3_A,ExtFP820,FP411,ExtFP552,ExtFP617,AD2D116,ExtFP683,SubFP281,ExtFP953,ExtFP846,FP129,D326,AD2D324,GraphFP43,AD2D248,FP874,PubchemFP401,ExtFP122,AATSC6i,EStateFP18,GATS3p,VE3_A,D299,ATSC7i (2),SsssN,APC2D8_O_X,VR1_Dzv,nFHRing,GraphFP695,SpMax_Dzv,Xp-7d,maxssNH,SdO,D755,FP644,ATSC2i,D141,MATS4i,DetourIndex,TIC2,SubFPC9,AATSC1s,AD2D4,ZMIC2,GraphFP1020,GraphFP10,piPC7,class
402.383,0,0,0.627539601,1,0,0,0,1,0,0,-0.002455718,0,0,0.029131122,1,33.028,0,0,15,0,0,1,0,0,0,366.615,0,0,1,0,0,6780.558367,0,1657,0,1,0.975296751,0.656537217,1,1,2.872507858,1,0,5.963579344,0,1,0,0,278.5575217,1,20.808,1,0,1,0,0,0,0.018714432,0,1,1.304,0,0.132,0,0,0,1,14.28448276,0,-526.8358708,-0.09804736,0,1.823302254,0,1,0,1,1,0.038259463,1,23157.83448,1,2.833677125,0,0,1,0,0,0,14.70461173,0,0,1,3.15530329,1,0,166.086058,1,-0.027,0,1.76,1,0,0,0,0.096,0,9,0,0,1.140522817,0,0,0,0,1.4,0.084,8.032,0,21.18307793,7,1,1,9.209,0,1.544,0,1,1,0,21.35565111,-0.021,0,0,1,0,0.095,0,4.117746432,0,0,0,2.136750167,0,1,1,0,41.25568259,1.700313953,1.988708019,8,17.18822049,14,1,7,0,0,1,2,0,0,0.150710986,0,1,-0.006,0,0,0.13,15.28474565,1,1.76,0,0,-1.813986736,10.30825242,0,22.77487434,0,0.385118655,0.706674548,1,0,16.09652175,-0.068849629,2.009,0,0,10,2.493,1,0.754,1.249921137,0,5.332,18.39037544,434.416324,0,6.298897991,1.603,0.020223559,0.88616389,1.666666667,0.979,2.482758621,59.82763574,-37.55526769,-0.056728936,309.9660156,18.18121299,0,0.051672609,-0.016,0,0.557003823,0,0.829,0.589331955,0,-0.551470588,0.306,-0.035874662,0.018346008,24066.98221,0.119700597,0.078,0.205721396,0,0.003290189,2.938582829,0.833,3.064519994,5.423,-13.5383464,13.16413103,0,0,0,7.641023621,48.68941957,0,3.647058824,0.625013507,3.983333333,12.13273414,2.936988831,0.007672414,69.97824712,0,-0.049180614,-0.463256355,0.115739094,0.888,1,1.089195302,1,0,-0.110970052,1.00405417,0,0.694178999,0.769185149,1,6.293745902,1,44.573973,1.002270614,0,369.4505605,12.08131489,16.48214722,0.364266234,0.712568881,68.13350935,140.0470727,0,3.159760319,0,0,0.014930556,1.032611677,5.994974007,0.397965575,1,0.018940567,0,0,2,0,1,0,1,3.565032114,1,0,0,1,0,1,1.624611921,0,0,5,1,0.01433549,49,0,0,1,1,6.382361875,0,0,1,0,1,0,0,0,1,0,0,-0.012488952,1.033599001,0,0.299,0,499.1481253,-721.8466229,0,32.14320992,1,7.149701899,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0.159697073,0,1.080904542,2.629659653,2.453,-6.004752751,0,0,254.7877333,1,1,222.3676758,3.180482467,0,0,0,1,-4.186116532,233.939,-0.076091302,5202.75,307.5661649,0,-0.464958628,0,29.58961465,0,0,5.769101941,1
193.118,0,0,0.408718224,1,1,0,0,0,1,0,-0.022115894,0,0,1.012835992,1,24.027,1,0,19,0,0,0,0,0,0,143.831,0,0,0,0,0,3735.105841,0,955,0,1,0.973007077,0.948725316,1,1,0.759007533,0,0,5.739792912,0,1,0,0,142.0619051,0,20.89,0,0,0,0,0,0,-0.009186742,0,0,2.078,1,0.126,0,0,0,0,14.69230769,0,135.8255012,0.096721658,0,1.90328317,0,0,0,1,0,-0.043957696,1,17648.72066,0,0,1,0,1,0,0,1,14.70270687,0,0,1,2.838078588,1,0,160.7424973,1,-0.018,0,1.479,1,0,0,0,0.055,0,5,0,0,1.112163193,0,0,0,0,1.398,0.049,8.022,0,12.18710324,4,1,1,9.268,0,1.197,0,1,1,0,13.19497029,0.447,0,0,1,0,0.145,0,3.648837608,0,0,0,0,0,1,1,0,36.75290639,1.470757793,2.007355715,3,9.667270411,6,1,1,0,0,1,2,0,0,0,0,1,0.888,0,0,0.08,15.09727335,1,1.479,0,1,-0.382731446,10.17857818,0,1.742283755,0,0.421588389,0.96943843,1,0,16.01006772,0.008089178,1.021,0,0,2,0.819,1,0.892,1.170080722,0,4.49,21.40623695,391.8974379,0,0.611883705,1.772,0.002561987,0.843259223,0.008412885,0.884,2.753846154,-48.20041322,11.63185836,0.018882383,60.74785941,0.142678532,0,0.045409379,0.077,0,0.558525221,0,1.006,1.1367325,0,-0.498145737,0.382,-0.026033058,0.1643517,14410.73819,0.064284362,0.063,0.073383049,0,0.014330157,2.446813856,0.778,0.256565393,2.457,-2.003875172,16.32905991,0,0,0,7.612677785,-7.668890611,0.452781095,3.768292683,1.325548902,4.127659574,18.40509474,2.447025109,0.009812757,72.80455283,0,-0.017792545,-0.418421043,-0.215819418,0.919,0,0.971687608,0,1,-0.028223594,0.944995942,0,0.880290746,1.105141257,0,5.8769,1,-29.51033058,0.882275514,0,-128.6220516,-0.407463573,19.79138546,0.835766453,0.904955629,0,-14.08500526,0,3.034793153,0,0,0.009964502,0.914225582,6.971910426,-0.080579985,1,0.031611775,0,1,1,0,1,0,0,3.427284547,1,0,0,0,0,1,1.667977959,0,0,0,1,0.019000206,38,0,0,0,1,5.8890375,0,0,1,0,1,0,0,0,1,0,1,0.007094343,1.230785554,0,0.278,0,320.1637113,-100.3005874,0,11.05045608,1,6.461696188,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.020863222,1,1.033248603,2.287603718,2.47,-1.586463093,0,0,142.1067195,1,1,110.0686915,3.385918662,0,0,0,1,-10.17923136,121,-0.059730716,2799,202.5635068,0,-0.109644204,0,27.39331578,0,0,7.225646352,1
248.999,0,1,0.730700638,1,1,0,0,0,1,1,-0.007050854,1,3.042988766,1.112719921,1,27.031,1,0,14,0,0,1,0,0,0,220.784,0,0,1,2,0,4397.698458,0,1317,0,0,0.977908088,1.192271876,1,1,0.582668114,0,1,5.855071922,0,0,0,0,172.6271747,0,20.843,0,1,0,0,0,1,0.020312714,0,0,1.817,0,0.137,0,0,0,0,21.95,43,190.1799589,-0.147241274,0,1.738761484,0,1,0,0,0,0.005839353,1,14709.13121,1,0,1,0,1,0,0,1,13.30411877,0,0,0,2.820790182,1,0,161.4915323,1,-0.111,0.139481455,1.86,1,0.01983435,0.071620176,0.27800584,0.159,1.771396497,11,6,4.485390143,1.165009133,0.271424133,0.046241135,0.005289083,0.984579277,1.217,0.11,9.004,13.04604519,18.84005197,6,1,0,9.446,9.106139058,1.591,7.170205198,1,1,0.702440402,19.28606141,0.302,0.178010903,0.434868173,0,0.074041447,-0.304,0.029025494,4.127569435,8.678634923,0.722760502,3.250855285,0.2,1.903035994,1,0,0.010150302,45.67181954,1.860058143,1.997871638,3,11.80211304,8,1,4,8.142723983,0,1,6,0.066329828,0.846932226,1.790905366,1,1,0.222,0.138484431,13,0.165,25.19123346,1,1.86,0.411866187,0,-0.455500313,10.28571815,4.15397021,-0.091527041,14.62821419,0.339863946,1.060732776,1,9.102885931,19.00014233,-0.130023021,1.185,18.96589085,1,5,1.97,1,0.746,1.120738786,1.286544634,6.628,18.96621853,320.9782126,-0.6076943,1.035322379,1.399,0.006841118,0.901250479,0,0.909,3.116666667,35.44897959,-25.65121882,-0.065249114,106.26,0.011350553,0,0.046241135,-0.023,0,0.528911914,0.557089209,0.973,0.847354229,0.592377316,-0.393090625,0.352,0.030474352,0.200799776,13649.2923,0.066955638,0.086,0.006807775,0,0.004983721,2.619322339,0.856,0.677578741,1.51,-23.0539059,11.88808195,-0.6076943,1,0.036915285,8.1657454,6.2888322,0.176075087,4.106666667,0.934801767,4.466666667,21.95962659,2.61606619,0.009816218,78.11483565,0,-0.174376891,-0.471225281,0.122669492,0.807,0,1.07195682,0,0,-0.377932884,1.050387267,1,1.246712389,0.940220462,0,6.368490164,1,-53.40816327,0.940952727,1,-159.6928188,-1.321667724,18.0416442,0.909030203,0.876593807,13.15163837,188.1441306,1.258418525,2.952185565,0,0,0.014684606,1.039031943,6.719880833,0.084984219,1,-0.14193049,1,0,2,1,1,0,0,3.54704182,1,0,0,0,0,1,1.455589396,0,0,0,1,0.024850928,43,0,0,0,1,6.679306818,0,0,0,0,1,0,0,3,1,1,0,-0.000287673,1.282502237,1,0.278,0,370.1189666,63.71276304,1,4.899909731,1,6.335634334,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,-0.001236852,1,0.966646007,2.530475311,2.44,-23.0539059,1.286544634,1,170.2301777,0,1,145.5041702,3.250855285,0,11.82566013,1,1,3.502524,152.963,-0.049150028,3215,204.1128038,0,-0.166449358,0,29.1742156,0,1,7.149757385,1
332.036,0,0,0.561027751,1,0,0,0,0,1,0,0.031738516,0,0.418858758,0.596123698,1,30.024,1,0,16,1,0,1,0,0,0,265.422,1,0,1,0,0,12257.26035,0,3368,0,1,0.976365968,0.796288207,0,1,1.367001073,0,0,6.665683718,0,1,0,0,665.1022135,0,20.884,0,0,0,0,0,0,-0.034721733,0,0,1.546,0,0.123,0,0,1,0,12.20289855,0,3748.328683,0.100478377,1,1.717008252,0,0,0,1,0,0.041881062,0,51398.67279,0,0,1,0,1,0,1,1,14.68085097,0,1,1,3.072480534,1,1,165.457171,1,-0.028,0.197466031,1.56,1,0.03394273,0.112177749,0.275293765,0.164,3.758606102,6,7,5.234150192,1.204157736,0.354513436,0.045514349,0.011569155,2.272440215,1.829,0.239,16.002,14.68667319,20.08444382,6,1,0,16.198,9.941382701,1.398,7.408170597,1,1,0.683380825,30.20108881,0.148,0.176420004,0.431960976,0,0.072071291,0.319,0.028883935,3.364036429,9.892458291,0.947942459,3.754911504,0,1.753290751,1,1,0.01976035,38.09487188,1.559824121,2.624412537,6,14.87685047,14,1,2,12.05345683,0.652221853,1,10,0.216604405,0.652221853,0.227585758,0,1,0.078,0.339347598,10,0.387,49.79418562,1,1.56,0.467421742,0,-0.230314945,11.10737535,7.403731455,-10.92424724,12.74857118,0.279993346,0.173633316,1,0,51.66047412,0.027036398,1.676,20.50142475,0,0,1.729,1,0.765,1.179972972,-0.623336352,5.749,0,339.1573535,0.368864836,1.703890123,1.706,-0.000958,0.672149284,0,0.792,2.442028986,-25.7060881,-50.34054322,-0.01122752,81.42,-7.60495328,0,0.045514349,-0.023,0,0.727850006,0.612147659,0.831,0.154022126,1.503990152,-0.304746616,0.491,-0.031966625,0.22647015,26056.90252,-0.412061941,0.062,-0.12946506,0,0.009242453,3.994522731,0.778,-0.373212828,3.386,-51.86738868,11.30524512,0.368864836,5,0.065151193,7.415182406,56.87869392,0,3.579831933,0.972801192,3.834586466,11.63572556,3.993148168,0.006025309,123.1880669,0,-0.10223346,-0.519567762,-0.028682093,0.711,1,0.98606326,0,1,-0.157173905,1.050604426,1,0.637079499,0.81431558,0,5.69532,1,288.8056805,1.202191159,1,-985.1696054,-0.148002437,22.59837341,1.057938674,0.195969112,96.99093592,-1453.79207,2.040320994,3.356929178,108.4310242,0,0.010329271,1.275860925,6.787563094,-0.008859362,1,0.095140999,0,0,1,0,1,0,1,3.640607931,1,1,0,0,0,1,1.569653212,0,2,0,1,0.013262787,48,0,0,1,1,5.956274576,0,0,1,5,0,0,0,0,0,0,1,-0.001345052,1.231199444,0,0.275,0,1252.071172,-692.4188077,0,20.43339667,1,8.024684906,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06149398,1,0.942275235,3.552598,2.456,-26.10734659,7.171196893,0,661.7415365,0,0,835.940625,7.509823008,3.520560642,12.74857118,0,1,-22.87269485,185.267,-0.1028591,4022.2,613.6103347,0,0.020269818,1,34.78162756,0,0,6.38824623,1
134.429,0,0,1.096239918,1,0,0,1,0,1,0,0.035778815,0,0,0.960691402,1,21.126,0,0,4,0,0,0,0,0.176776695,0,176.59,0,0,1,0,0,8083.405577,0,3143,0,0,0.972740475,0.671033477,1,0,0.582668114,0,0,5.398162702,1,0,0,2,106.5447325,0,26.523,1,0,1,0,1,0,-0.009478678,0,1,2.061,0,0.144,1,0,0,0,46.91044776,0,-4032.732868,-0.189965501,1,1.572884856,0,1,2,0,0,-0.087942113,0,12534.85696,0,0,0,0,1,0,1,1,14.65154952,0,0,1,2.592792963,0,0,169.6731648,1,-0.039,0,2.125,1,0,0,0,0.628,0,4,0,0,1.466135831,0,0,0,0,0.767,0.641,35.001,0,15.22302374,5,1,1,35.035,0,2.389,0,1,1,0,40.04483736,-0.116,0,0,0,0,0.364,0,3.846794108,0,0,0,0.595275394,0,1,0,0,55.59210845,2.075206949,3.65684878,0,11.31200103,8,0,2,0,0,0,3,0.162788782,0,3.41856442,2,1,0.421,0,0,1.732,19.72566829,1,2.125,0,0,-0.619674457,9.669851649,0,-10.55914673,0,1.813327241,0.565364514,1,0,79.90518201,0.008883901,1.508,0,2,3,4.021,0,0.057,1.187785985,0,5.731,2.997669585,129.7985683,0,1.086087912,0.877,0.022859485,0.830065236,0.014517671,0.06,2.104477612,55.28481334,-31.20814235,-0.128076923,122.4400024,-1.494269614,0,0.056552662,-0.016,0,0.73236112,0,0.58,1.087386447,0,-0.488059759,0.418,-0.014443633,0.203368103,13815.36096,-0.677911946,0.085,0.225358189,0,0.003066467,2.245414339,0.797,2.782664573,2.285,12.40437526,6.180884207,0,2,0,8.056862463,25.14157521,0.056359914,3.123076923,0.545931773,3.756756757,17.8116152,2.242763874,0.010781893,67.98058189,0,0.106256038,-0.51292276,0.16527031,0.045,0,1.08856435,0,1,0.159030452,1.255383561,0,0.709070504,0.548177626,0,6.129574359,0,-74,1.363224895,0,-196.7483101,-3.267899657,11.7150345,0.982342752,1.452240068,12.55522125,-2633.345857,0,2.874837135,39.53016753,0,0.019099087,0.861551375,4.697065451,0.301480128,0,0.185719962,1,0,4,0,1,0,0,3.30424141,1,1,0,0,0,1,1.360033213,0,0,2,0,0.017894114,28,0,0,0,0,6.661248193,0,0,0,2,1,0,0,0,0,0,0,-0.014647704,1.172796484,1,0.309,0,446.9306648,-411.9994727,0,10.17459013,1,6.126618017,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,-0.136400831,0,1.320828322,2.056631602,2.383,13.60244568,0,0,106.0843157,0,0,111.6297972,1.194731011,0,0,0,0,22.4632551,97.143,-0.095691831,1249,159.994887,0,-0.273311411,0,39.4923407,0,0,4.872330623,1
206.783,0,0,0.561027751,0,1,0,0,0,0,1,-0.019071175,0,-0.220539555,0.827915252,1,26.034,1,0,16,0,1,1,0,0.262891712,0,188.92,1,1,2,0,0,6756.105055,1,1941,0,1,0.978699684,1.630943249,0,1,0.2,1,1,5.983936281,0,0,0,0,169.2840107,0,24.433,0,1,0,0,0,0,0.02677633,0,0,2.188,1,0.191,0,1,1,1,18.66346154,0,-1404.081295,0.414483929,1,1.671489169,0,0,0,0,1,-0.071165903,1,20547.01598,1,0,1,0,1,0,0,1,14.70146414,1,1,0,2.838982085,1,0,151.3098637,0,0.412,0.233758303,1.651,0,0.045981471,0.137258646,0.258348561,0.598,11.87601171,2,6,4.681007029,1.349770823,0.38341024,0.03836891,0.014666963,3.193386344,0.985,0.659,16.003,12.41970543,3.504296325,1,1,0,16.202,16.72370538,1.327,11.68148774,1,1,0.696310905,28.41022995,0.389,0.159323392,0.413990181,1,0.060228079,-0.05,0.023994253,3.525212054,9.333976147,2.521645561,3.215229966,0.333333333,2.71169986,1,0,0.026175298,39.44446824,1.651251701,2.624412537,0,11.73346917,4,0,5,11.50230721,0,1,1,0,0.697594377,0,0,0,0.885,2.02865819,9,0.924,0,1,1.651,1.337394853,1,-0.336581722,10.76871654,9.470846574,23.97605514,13.21743788,0.30230633,0.315082869,1,11.50759425,37.84556638,0.081738051,1.001,18.10408353,0,14,2.39,1,0.505,1.474569306,-1.429063873,6.212,14.87851243,405.6171024,-0.413335223,2.125036359,1.54,-0.002344522,0.788221515,0,0.561,2.923076923,-61.57610484,35.37513224,-0.021564366,115.54,2.370264644,0,0.03836891,0.627,0,0.674949335,1.151502341,0.671,0.395363482,1.965373094,-0.386314068,0.904,0.053775839,0.302639123,18359.02631,0.576926866,0.144,-0.21918882,0,0.008441823,2.612174988,0.761,-0.266908705,1.6,-27.46503135,15.60065779,-0.413335223,1,0.080292179,7.614043154,-31.11068558,0,4.2,0.876721747,4.615384615,22.67357176,2.607402086,0.011484053,84.92972332,0,-0.190359058,-0.463381064,-0.16095883,0.612,0,1.238012865,0,1,-0.289105593,0.953662523,0,1.663799763,0.770853641,0,6.022515789,1,-330.84798,1.006822416,1,-20.84427421,-7.994911075,21.96630351,0.646286575,0.564380302,23.08541724,-173.7548358,1.970006929,3.053061054,22.67357176,0,0.016441052,0.991917861,5.789195353,-0.426440339,1,-0.04247369,0,0,0,0,0,0,0,3.458646994,1,1,1,1,0,1,1.380508134,0,4,2,1,0.014164289,48,0,1,0,0,6.111374101,0,2.746356192,0,1,0,0,0,0,0,1,0,0.01262465,1.157029871,1,0.258,0,471.0173623,-944.5966763,0,16.98145085,0,8.024684906,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0.250972827,0,1.060113861,2.365926196,2.678,-26.78059455,0,0,167.0085449,1,0,125.8659897,3.215229966,0,13.21743788,2,1,22.43965609,121,-0.131794937,4022.2,216.8561199,0,-0.134819996,1,37.35576511,0,0,5.789195353,1
472.257,0,0,0.417471991,1,1,0,0,0,0,1,0.003040093,0,0,1.12891992,1,33.018,1,0,24,1,0,1,0,0,5.48823122,321.524,0,0,0,0,0,5679.60259,0,1605,0,1,0.911329162,0.794132636,1,1,0.398330301,0,1,6.047372179,0,0,0,0,221.307349,0,20.892,0,0,0,0,1,0,0.002567729,0,0,1.223,1,0.118,0,0,0,0,13.95652174,0,21.45298713,-0.063245773,1,1.904913106,0,0,0,1,0,-0.012366137,1,23995.8224,0,3.313947656,1,0,1,0,0,0,14.70162732,0,1,1,3.076455928,1,0,164.7160435,1,-0.028,0,1.504,1,0,0,0,0.039,0,9,0,0,1.148385196,0,0,0,0,1.212,0.065,8.022,0,15.00560295,5,1,1,9.248,0,1.634,0,1,1,0,13.60323615,0.353,0,0,2,0,0.057,0,3.766540412,0,0,0,0,0,1,1,0,40.74324241,1.49750765,2.020277607,2,15.76095864,10,1,4,0,0,1,3,0,0,0,0,1,0.415,0,0,0.064,9.883888252,1,1.504,0,0,-0.515263567,10.45458142,0,-33.80277494,0,0.181681416,1.082046656,1,0,16.01153451,-0.125268196,1.23,0,0,2,1.211,1,0.888,1.268619275,0,4.341,27.17834434,377.7694266,0,1.10740001,1.449,-0.001005055,0.800033638,0.099654088,1.025,2.782608696,-76.15,-6.937083333,-0.056105959,111.5224991,-3.157810716,0,0.04939595,-0.014,0,0.560943759,0,1.039,1.007221784,0,-0.49658821,0.917,-0.011355332,0.022373956,22875.19637,-0.482578703,0.057,-0.006155666,0,0.003210496,2.931938076,0.806,-0.136403,2.813,13.82320708,11.44755838,0,0,0,7.489676278,6.279791667,0.199175703,3.734513274,0.99724836,4.109375,10.94967571,2.932091084,0.006239623,85.2695098,0,0.063860721,-0.523078355,-0.181086758,0.979,1,0.985357783,0,0,0.100168167,0.939776256,1,0.74239622,0.950497558,0,5.837744928,1,21.39,0.813932147,0,-528.8459302,0.884628012,25.62669342,0.529296511,1.012798395,5.760247419,52.59197228,0,3.320421309,0,0,0.0122697,1.034969774,7.090766702,0.03798099,1,0.124722222,0,0,1,0,1,0,0,3.558927418,1,0,1,0,0,1,1.683032104,0,0,4,1,0.018130224,52,1,1,0,1,5.679892216,0,0,0,0,1,0,0,0,0,1,0,0.002925936,1.175672469,1,0.279,0,441.2164751,-265.7908685,0,10.63357721,0,7.814206691,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.207531869,1,0.992830132,2.64549742,2.441,12.24958332,0,0,221.3438444,2,1,242.8076761,4.465396999,0,0,0,1,3.528822796,260.909,-0.114978474,6785,283.5426703,0,-0.030922783,0,31.20042203,0,0,7.090766702,1
355.266,0,0,0.488120886,0,1,0,1,0,0,0,-0.021323498,0,0,1.016508975,1,32.023,0,0,23,0,0,0,0,0,0,287.941,0,0,0,2,0,7258.069822,0,1901,0,0,0.977114073,1.232234589,1,1,1.415875348,0,0,6.052089169,0,0,0,0,218.3456623,1,20.887,0,0,1,0,1,1,-0.007309905,0,0,1.584,0,0.138,0,0,0,1,18.45631068,26,738.1766427,0.32867889,0,1.858680235,0,0,3,1,0,0.119535519,1,21648.02798,0,2.502134653,1,0,1,0,0,1,13.30411863,0,1,1,3.072480534,1,1,165.1074573,1,-0.027,0,1.657,1,0,0,0,0.121,0,6,0,0,1.222713695,0,0,0,0,1.241,0.103,9.004,0,13.00640472,4,1,1,9.448,0,1.429,0,1,1,0,16.31181455,0.359,0,0,1,0,0.209,0,3.724118934,0,0,0,0.295160444,0,1,1,0,40.00256723,1.649621216,2.017723379,4,14.40360513,8,1,4,0,0,1,3,0.055654356,0,1.780939402,1,1,0.414,0,0,0.174,19.99718308,1,1.657,0,1,-0.521102677,10.49938016,0,-0.51338357,0,0.286117307,1.168142685,1,0,19.00014298,-0.177510852,1.226,0,1,4,1.685,1,0.807,1.284056432,0,6.564,29.2653079,683.2741595,0,0.926122772,1.619,0.005629152,0.780952805,0.041408214,0.862,3.038834951,87.79735537,-29.67114784,0.058260897,111.5224991,1.356093522,1,0.046477147,0.082,0,0.547278117,0,0.954,0.785010804,0,-0.496695004,0.312,0.068577457,0.370315297,23457.97945,-0.012429023,0.087,0.012320434,0,0.006941027,2.879164093,0.76,0.68911795,3.395,41.36933457,21.35231748,0,1,0,7.75059635,-43.26835629,0.012221855,3.86407767,0.80802817,4.389830508,6.066367068,2.877978277,0.008802083,86.83532852,0,0.174979253,-0.413067315,0.19629374,0.918,0,0.86976566,1,0,0.339092906,1.149262764,1,1.118070229,0.945845219,0,6.158712295,1,-63.5077686,0.981525274,0,123.1723228,2.964261795,23.07290194,0.802693283,0.843042364,28.85498389,-0.134760363,0,3.238231431,0,0,0.014711975,0.999145814,6.845879875,-0.271837859,1,-0.006397464,0,0,3,1,1,0,1,3.650646083,1,0,0,1,0,1,1.672733661,0,0,0,1,0.01722542,52,0,0,0,0,6.19048227,0,0,0,0,0,0,0,3,0,0,0,0.029186705,1.287788074,1,0.273,0,434.1754188,116.621572,0,5.559266895,1,6.605856996,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0.007563297,0,1.014855434,2.819334539,2.439,41.97196717,0,0,216.79539,1,1,196.8116983,4.01286413,0,0,0,0,-7.514987003,202.875,-0.008688665,5729,248.3232998,0,-0.050179516,0,37.79728912,0,0,6.4235513,1
